gene_name	index
SMN1	5126
NAIP	5127
GTF2H2	5128
BDP1	5129
MCCC2	5130
CARTPT	5131
MAP1B	5132
MRPS27	5133
PTCD2	5134
ZNF366	5135
TNPO1	5136
FCHO2	5137
TMEM171	5138
TMEM174	5139
FOXD1	5140
BTF3	5141
ANKRA2	5142
UTP15	5143
ARHGEF28	5144
ENC1	5145
HEXB	5146
GFM2	5147
NSA2	5148
FAM169A	5149
GCNT4	5150
ANKRD31	5151
HMGCR	5152
CERT1	5153
POLK	5154
ANKDD1B	5155
POC5	5156
SV2C	5157
IQGAP2	5158
F2RL2	5159
F2R	5160
F2RL1	5161
S100Z	5162
CRHBP	5163
AGGF1	5164
ZBED3	5165
PDE8B	5166
WDR41	5167
OTP	5168
TBCA	5169
AP3B1	5170
SCAMP1	5171
LHFPL2	5172
ARSB	5173
DMGDH	5174
BHMT2	5175
BHMT	5176
JMY	5177
HOMER1	5178
TENT2	5179
CMYA5	5180
MTX3	5181
THBS4	5182
SERINC5	5183
SPZ1	5184
ZFYVE16	5185
FAM151B	5186
ANKRD34B	5187
DHFR	5188
MSH3	5189
RASGRF2	5190
CKMT2	5191
ZCCHC9	5192
ACOT12	5193
SSBP2	5194
ATG10	5195
RPS23	5196
TMEM167A	5197
XRCC4	5198
VCAN	5199
HAPLN1	5200
EDIL3	5201
COX7C	5202
RASA1	5203
CCNH	5204
TMEM161B	5205
MEF2C	5206
CETN3	5207
MBLAC2	5208
POLR3G	5209
LYSMD3	5210
ADGRV1	5211
ARRDC3	5212
NR2F1	5213
FAM172A	5214
POU5F2	5215
KIAA0825	5216
SLF1	5217
MCTP1	5218
FAM81B	5219
TTC37	5220
ARSK	5221
GPR150	5222
RFESD	5223
SPATA9	5224
RHOBTB3	5225
GLRX	5226
ELL2	5227
PCSK1	5228
CAST	5229
ERAP1	5230
ERAP2	5231
LNPEP	5232
LIX1	5233
RIOK2	5234
RGMB	5235
CHD1	5236
FAM174A	5237
ST8SIA4	5238
SLCO4C1	5239
SLCO6A1	5240
PAM	5241
GIN1	5242
PPIP5K2	5243
NUDT12	5244
EFNA5	5245
FBXL17	5246
FER	5247
PJA2	5248
MAN2A1	5249
TMEM232	5250
SLC25A46	5251
TSLP	5252
WDR36	5253
CAMK4	5254
STARD4	5255
NREP	5256
EPB41L4A	5257
APC	5258
SRP19	5259
REEP5	5260
DCP2	5261
MCC	5262
TSSK1B	5263
YTHDC2	5264
KCNN2	5265
TRIM36	5266
PGGT1B	5267
CCDC112	5268
FEM1C	5269
TICAM2	5270
TMED7	5271
CDO1	5272
ATG12	5273
AP3S1	5274
LVRN	5275
ARL14EPL	5276
COMMD10	5277
SEMA6A	5278
DTWD2	5279
DMXL1	5280
TNFAIP8	5281
HSD17B4	5282
FAM170A	5283
PRR16	5284
FTMT	5285
SRFBP1	5286
LOX	5287
ZNF474	5288
SNCAIP	5289
SNX2	5290
SNX24	5291
PPIC	5292
PRDM6	5293
CEP120	5294
CSNK1G3	5295
ZNF608	5296
GRAMD2B	5297
ALDH7A1	5298
PHAX	5299
TEX43	5300
LMNB1	5301
C5orf63	5302
MEGF10	5303
PRRC1	5304
CTXN3	5305
CCDC192	5306
SLC12A2	5307
FBN2	5308
SLC27A6	5309
ISOC1	5310
ADAMTS19	5311
MINAR2	5312
CHSY3	5313
HINT1	5314
LYRM7	5315
CDC42SE2	5316
RAPGEF6	5317
FNIP1	5318
MEIKIN	5319
ACSL6	5320
IL3	5321
CSF2	5322
P4HA2	5323
PDLIM4	5324
SLC22A4	5325
SLC22A5	5326
IRF1	5327
IL5	5328
RAD50	5329
IL13	5330
IL4	5331
KIF3A	5332
CCNI2	5333
SEPTIN8	5334
SOWAHA	5335
SHROOM1	5336
GDF9	5337
UQCRQ	5338
LEAP2	5339
AFF4	5340
ZCCHC10	5341
HSPA4	5342
FSTL4	5343
C5orf15	5344
VDAC1	5345
TCF7	5346
SKP1	5347
PPP2CA	5348
CDKL3	5349
UBE2B	5350
CDKN2AIPNL	5351
JADE2	5352
SAR1B	5353
SEC24A	5354
CAMLG	5355
DDX46	5356
C5orf24	5357
TXNDC15	5358
PCBD2	5359
CATSPER3	5360
PITX1	5361
DCANP1	5362
TIFAB	5363
NEUROG1	5364
CXCL14	5365
SLC25A48	5366
IL9	5367
LECT2	5368
TGFBI	5369
SMAD5	5370
SMIM32	5371
TRPC7	5372
SPOCK1	5373
KLHL3	5374
HNRNPA0	5375
MYOT	5376
PKD2L2	5377
FAM13B	5378
WNT8A	5379
NME5	5380
BRD8	5381
KIF20A	5382
CDC23	5383
GFRA3	5384
CDC25C	5385
FAM53C	5386
KDM3B	5387
REEP2	5388
EGR1	5389
ETF1	5390
HSPA9	5391
CTNNA1	5392
LRRTM2	5393
SIL1	5394
MATR3	5395
PAIP2	5396
SLC23A1	5397
MZB1	5398
PROB1	5399
SPATA24	5400
DNAJC18	5401
ECSCR	5402
SMIM33	5403
UBE2D2	5404
CXXC5	5405
PSD2	5406
NRG2	5407
PURA	5408
IGIP	5409
CYSTM1	5410
PFDN1	5411
HBEGF	5412
SLC4A9	5413
ANKHD1	5414
SRA1	5415
EIF4EBP3	5416
APBB3	5417
SLC35A4	5418
CD14	5419
NDUFA2	5420
TMCO6	5421
IK	5422
WDR55	5423
DND1	5424
HARS2	5425
ZMAT2	5426
TAF7	5427
SLC25A2	5428
DIAPH1	5429
HDAC3	5430
RELL2	5431
FCHSD1	5432
ARAP3	5433
PCDH1	5434
DELE1	5435
PCDH12	5436
RNF14	5437
GNPDA1	5438
NDFIP1	5439
SPRY4	5440
FGF1	5441
ARHGAP26	5442
NR3C1	5443
HMHB1	5444
YIPF5	5445
KCTD16	5446
PRELID2	5447
GRXCR2	5448
SH3RF2	5449
PLAC8L1	5450
RBM27	5451
POU4F3	5452
TCERG1	5453
GPR151	5454
PPP2R2B	5455
STK32A	5456
DPYSL3	5457
JAKMIP2	5458
SPINK1	5459
SCGB3A2	5460
C5orf46	5461
SPINK5	5462
SPINK14	5463
SPINK6	5464
MARCOL	5465
SPINK13	5466
SPINK7	5467
SPINK9	5468
FBXO38	5469
HTR4	5470
ADRB2	5471
SH3TC2	5472
ABLIM3	5473
AFAP1L1	5474
GRPEL2	5475
PCYOX1L	5476
IL17B	5477
CSNK1A1	5478
ARHGEF37	5479
PPARGC1B	5480
PDE6A	5481
SLC26A2	5482
TIGD6	5483
HMGXB3	5484
CSF1R	5485
PDGFRB	5486
CDX1	5487
SLC6A7	5488
CAMK2A	5489
ARSI	5490
TCOF1	5491
CD74	5492
RPS14	5493
NDST1	5494
SYNPO	5495
MYOZ3	5496
RBM22	5497
DCTN4	5498
SMIM3	5499
IRGM	5500
ZNF300	5501
GPX3	5502
TNIP1	5503
ANXA6	5504
CCDC69	5505
GM2A	5506
SLC36A3	5507
SLC36A2	5508
SLC36A1	5509
FAT2	5510
SPARC	5511
ATOX1	5512
G3BP1	5513
GLRA1	5514
NMUR2	5515
GRIA1	5516
FAM114A2	5517
MFAP3	5518
GALNT10	5519
SAP30L	5520
HAND1	5521
LARP1	5522
FAXDC2	5523
CNOT8	5524
GEMIN5	5525
MRPL22	5526
KIF4B	5527
SGCD	5528
PPP1R2B	5529
TIMD4	5530
HAVCR1	5531
HAVCR2	5532
MED7	5533
ITK	5534
CYFIP2	5535
FNDC9	5536
ADAM19	5537
NIPAL4	5538
SOX30	5539
C5orf52	5540
THG1L	5541
LSM11	5542
CLINT1	5543
EBF1	5544
RNF145	5545
UBLCP1	5546
IL12B	5547
ADRA1B	5548
TTC1	5549
PWWP2A	5550
FABP6	5551
CCNJL	5552
C1QTNF2	5553
ZBED8	5554
SLU7	5555
PTTG1	5556
ATP10B	5557
GABRB2	5558
GABRA6	5559
GABRA1	5560
GABRG2	5561
CCNG1	5562
NUDCD2	5563
HMMR	5564
MAT2B	5565
TENM2	5566
WWC1	5567
FBLL1	5568
PANK3	5569
SLIT3	5570
SPDL1	5571
DOCK2	5572
INSYN2B	5573
FOXI1	5574
C5orf58	5575
LCP2	5576
KCNIP1	5577
KCNMB1	5578
GABRP	5579
RANBP17	5580
TLX3	5581
NPM1	5582
FGF18	5583
SMIM23	5584
FBXW11	5585
STK10	5586
EFCAB9	5587
UBTD2	5588
SH3PXD2B	5589
NEURL1B	5590
DUSP1	5591
ERGIC1	5592
RPL26L1	5593
ATP6V0E1	5594
CREBRF	5595
BNIP1	5596
NKX2-5	5597
STC2	5598
BOD1	5599
CPEB4	5600
C5orf47	5601
NSG2	5602
MSX2	5603
DRD1	5604
SFXN1	5605
HRH2	5606
CPLX2	5607
THOC3	5608
FAM153B	5609
SIMC1	5610
KIAA1191	5611
ARL10	5612
NOP16	5613
HIGD2A	5614
CLTB	5615
FAF2	5616
RNF44	5617
CDHR2	5618
GPRIN1	5619
SNCB	5620
EIF4E1B	5621
TSPAN17	5622
UNC5A	5623
HK3	5624
UIMC1	5625
ZNF346	5626
FGFR4	5627
NSD1	5628
RAB24	5629
MXD3	5630
PRELID1	5631
LMAN2	5632
RGS14	5633
SLC34A1	5634
PFN3	5635
F12	5636
GRK6	5637
PRR7	5638
DBN1	5639
PDLIM7	5640
DOK3	5641
DDX41	5642
FAM193B	5643
TMED9	5644
B4GALT7	5645
FAM153A	5646
PROP1	5647
N4BP3	5648
RMND5B	5649
NHP2	5650
GMCL2	5651
HNRNPAB	5652
PHYKPL	5653
COL23A1	5654
CLK4	5655
ZNF354A	5656
ZNF354B	5657
ZFP2	5658
ZNF454	5659
GRM6	5660
ZNF879	5661
ZNF354C	5662
ADAMTS2	5663
RUFY1	5664
HNRNPH1	5665
C5orf60	5666
CBY3	5667
CANX	5668
MAML1	5669
LTC4S	5670
MGAT4B	5671
SQSTM1	5672
MRNIP	5673
TBC1D9B	5674
RNF130	5675
RASGEF1C	5676
MAPK9	5677
GFPT2	5678
CNOT6	5679
SCGB3A1	5680
FLT4	5681
OR2Y1	5682
MGAT1	5683
ZFP62	5684
BTNL8	5685
BTNL3	5686
BTNL9	5687
OR2V1	5688
OR2V2	5689
TRIM7	5690
TRIM41	5691
RACK1	5692
TRIM52	5693
OR4F3	5694
DUSP22	5695
IRF4	5696
EXOC2	5697
HUS1B	5698
FOXQ1	5699
FOXF2	5700
FOXC1	5701
GMDS	5702
MYLK4	5703
WRNIP1	5704
SERPINB1	5705
SERPINB9	5706
SERPINB6	5707
NQO2	5708
RIPK1	5709
BPHL	5710
TUBB2A	5711
TUBB2B	5712
PSMG4	5713
SLC22A23	5714
PXDC1	5715
FAM50B	5716
PRPF4B	5717
FAM217A	5718
C6orf201	5719
ECI2	5720
CDYL	5721
RPP40	5722
PPP1R3G	5723
LYRM4	5724
FARS2	5725
NRN1	5726
F13A1	5727
LY86	5728
RREB1	5729
SSR1	5730
CAGE1	5731
RIOK1	5732
DSP	5733
SNRNP48	5734
BMP6	5735
TXNDC5	5736
BLOC1S5	5737
EEF1E1	5738
SLC35B3	5739
TFAP2A	5740
GCNT2	5741
C6orf52	5742
PAK1IP1	5743
TMEM14C	5744
TMEM14B	5745
MAK	5746
GCM2	5747
SYCP2L	5748
ELOVL2	5749
SMIM13	5750
ERVFRD-1	5751
NEDD9	5752
TMEM170B	5753
ADTRP	5754
HIVEP1	5755
EDN1	5756
PHACTR1	5757
TBC1D7	5758
GFOD1	5759
SIRT5	5760
NOL7	5761
RANBP9	5762
MCUR1	5763
RNF182	5764
CD83	5765
JARID2	5766
DTNBP1	5767
MYLIP	5768
GMPR	5769
ATXN1	5770
STMND1	5771
RBM24	5772
CAP2	5773
FAM8A1	5774
NUP153	5775
KIF13A	5776
NHLRC1	5777
TPMT	5778
KDM1B	5779
DEK	5780
RNF144B	5781
ID4	5782
MBOAT1	5783
E2F3	5784
CDKAL1	5785
SOX4	5786
PRL	5787
HDGFL1	5788
NRSN1	5789
DCDC2	5790
MRS2	5791
GPLD1	5792
ALDH5A1	5793
KIAA0319	5794
TDP2	5795
ACOT13	5796
C6orf62	5797
GMNN	5798
ARMH2	5799
RIPOR2	5800
CARMIL1	5801
SCGN	5802
SLC17A4	5803
SLC17A1	5804
SLC17A3	5805
SLC17A2	5806
TRIM38	5807
HFE	5808
BTN3A2	5809
BTN2A2	5810
BTN3A1	5811
BTN3A3	5812
BTN2A1	5813
BTN1A1	5814
HMGN4	5815
ABT1	5816
ZNF322	5817
PRSS16	5818
POM121L2	5819
ZNF391	5820
ZNF184	5821
OR2B2	5822
OR2B6	5823
ZNF165	5824
ZSCAN16	5825
ZKSCAN8	5826
ZSCAN9	5827
ZKSCAN4	5828
NKAPL	5829
ZSCAN26	5830
PGBD1	5831
ZSCAN31	5832
ZKSCAN3	5833
ZSCAN12	5834
ZSCAN23	5835
GPX6	5836
GPX5	5837
ZBED9	5838
TRIM27	5839
ZNF311	5840
OR2W1	5841
OR2B3	5842
OR2J1	5843
OR2J3	5844
OR2J2	5845
OR14J1	5846
OR5V1	5847
OR12D3	5848
OR12D2	5849
OR11A1	5850
OR10C1	5851
OR2H1	5852
MAS1L	5853
UBD	5854
GABBR1	5855
OR2H2	5856
MOG	5857
ZFP57	5858
HLA-F	5859
HLA-G	5860
HLA-A	5861
PPP1R11	5862
RNF39	5863
TRIM31	5864
TRIM40	5865
TRIM10	5866
TRIM15	5867
TRIM26	5868
TRIM39	5869
RPP21	5870
HLA-E	5871
GNL1	5872
PRR3	5873
ABCF1	5874
PPP1R10	5875
MRPS18B	5876
ATAT1	5877
C6orf136	5878
DHX16	5879
PPP1R18	5880
NRM	5881
MDC1	5882
TUBB	5883
FLOT1	5884
IER3	5885
DDR1	5886
GTF2H4	5887
VARS2	5888
SFTA2	5889
MUCL3	5890
MUC21	5891
MUC22	5892
HCG22	5893
C6orf15	5894
PSORS1C1	5895
CDSN	5896
PSORS1C2	5897
CCHCR1	5898
TCF19	5899
POU5F1	5900
HLA-C	5901
HLA-B	5902
MICA	5903
MICB	5904
MCCD1	5905
DDX39B	5906
ATP6V1G2	5907
NFKBIL1	5908
LTA	5909
TNF	5910
LTB	5911
LST1	5912
NCR3	5913
AIF1	5914
PRRC2A	5915
BAG6	5916
APOM	5917
C6orf47	5918
GPANK1	5919
CSNK2B	5920
LY6G5B	5921
LY6G5C	5922
ABHD16A	5923
LY6G6F	5924
LY6G6D	5925
MPIG6B	5926
LY6G6C	5927
DDAH2	5928
CLIC1	5929
MSH5	5930
SAPCD1	5931
VWA7	5932
LSM2	5933
HSPA1L	5934
HSPA1A	5935
HSPA1B	5936
NEU1	5937
SLC44A4	5938
EHMT2	5939
C2	5940
ZBTB12	5941
CFB	5942
NELFE	5943
SKIV2L	5944
DXO	5945
STK19	5946
C4A	5947
C4B	5948
CYP21A2	5949
TNXB	5950
ATF6B	5951
FKBPL	5952
PRRT1	5953
PPT2	5954
EGFL8	5955
AGPAT1	5956
RNF5	5957
AGER	5958
PBX2	5959
GPSM3	5960
NOTCH4	5961
TSBP1	5962
BTNL2	5963
HLA-DRA	5964
HLA-DRB5	5965
HLA-DRB1	5966
HLA-DQA1	5967
HLA-DQB1	5968
HLA-DQA2	5969
HLA-DQB2	5970
HLA-DOB	5971
TAP2	5972
PSMB8	5973
PSMB9	5974
TAP1	5975
HLA-DMB	5976
HLA-DMA	5977
BRD2	5978
HLA-DOA	5979
HLA-DPA1	5980
HLA-DPB1	5981
COL11A2	5982
RXRB	5983
SLC39A7	5984
HSD17B8	5985
RING1	5986
VPS52	5987
RPS18	5988
B3GALT4	5989
WDR46	5990
PFDN6	5991
RGL2	5992
TAPBP	5993
ZBTB22	5994
DAXX	5995
SMIM40	5996
KIFC1	5997
PHF1	5998
CUTA	5999
SYNGAP1	6000
ZBTB9	6001
BAK1	6002
ITPR3	6003
UQCC2	6004
IP6K3	6005
LEMD2	6006
MLN	6007
GRM4	6008
HMGA1	6009
SMIM29	6010
NUDT3	6011
RPS10	6012
PACSIN1	6013
SPDEF	6014
ILRUN	6015
SNRPC	6016
UHRF1BP1	6017
TAF11	6018
ANKS1A	6019
TCP11	6020
SCUBE3	6021
ZNF76	6022
DEF6	6023
PPARD	6024
FANCE	6025
RPL10A	6026
TEAD3	6027
TULP1	6028
FKBP5	6029
ARMC12	6030
CLPSL2	6031
CLPSL1	6032
CLPS	6033
LHFPL5	6034
SRPK1	6035
SLC26A8	6036
MAPK14	6037
MAPK13	6038
BRPF3	6039
PNPLA1	6040
BNIP5	6041
ETV7	6042
PXT1	6043
KCTD20	6044
STK38	6045
SRSF3	6046
CDKN1A	6047
RAB44	6048
CPNE5	6049
PPIL1	6050
C6orf89	6051
PI16	6052
MTCH1	6053
FGD2	6054
PIM1	6055
TMEM217	6056
TBC1D22B	6057
RNF8	6058
CMTR1	6059
CCDC167	6060
MDGA1	6061
ZFAND3	6062
BTBD9	6063
GLO1	6064
DNAH8	6065
GLP1R	6066
SAYSD1	6067
KCNK5	6068
KCNK17	6069
KCNK16	6070
KIF6	6071
DAAM2	6072
MOCS1	6073
LRFN2	6074
UNC5CL	6075
OARD1	6076
TSPO2	6077
APOBEC2	6078
NFYA	6079
TREML1	6080
TREM2	6081
TREML2	6082
TREML4	6083
TREM1	6084
NCR2	6085
FOXP4	6086
MDFI	6087
TFEB	6088
PGC	6089
FRS3	6090
PRICKLE4	6091
TOMM6	6092
USP49	6093
MED20	6094
BYSL	6095
CCND3	6096
TAF8	6097
C6orf132	6098
GUCA1A	6099
GUCA1B	6100
MRPS10	6101
TRERF1	6102
UBR2	6103
PRPH2	6104
TBCC	6105
BICRAL	6106
RPL7L1	6107
C6orf226	6108
PTCRA	6109
CNPY3	6110
GNMT	6111
PEX6	6112
PPP2R5D	6113
MEA1	6114
KLHDC3	6115
RRP36	6116
CUL7	6117
KLC4	6118
MRPL2	6119
PTK7	6120
SRF	6121
CUL9	6122
DNPH1	6123
TTBK1	6124
SLC22A7	6125
CRIP3	6126
ZNF318	6127
ABCC10	6128
DLK2	6129
TJAP1	6130
LRRC73	6131
POLR1C	6132
YIPF3	6133
XPO5	6134
POLH	6135
GTPBP2	6136
MAD2L1BP	6137
RSPH9	6138
MRPS18A	6139
VEGFA	6140
C6orf223	6141
MRPL14	6142
TMEM63B	6143
CAPN11	6144
MYMX	6145
SLC29A1	6146
HSP90AB1	6147
SLC35B2	6148
NFKBIE	6149
TMEM151B	6150
TCTE1	6151
AARS2	6152
SPATS1	6153
CDC5L	6154
SUPT3H	6155
RUNX2	6156
CLIC5	6157
ENPP4	6158
ENPP5	6159
RCAN2	6160
CYP39A1	6161
SLC25A27	6162
TDRD6	6163
PLA2G7	6164
ANKRD66	6165
MEP1A	6166
ADGRF5	6167
ADGRF1	6168
TNFRSF21	6169
CD2AP	6170
ADGRF2	6171
ADGRF4	6172
OPN5	6173
PTCHD4	6174
MMUT	6175
CENPQ	6176
GLYATL3	6177
C6orf141	6178
RHAG	6179
CRISP2	6180
CRISP3	6181
PGK2	6182
CRISP1	6183
DEFB114	6184
DEFB113	6185
DEFB110	6186
DEFB112	6187
TFAP2D	6188
TFAP2B	6189
PKHD1	6190
IL17A	6191
IL17F	6192
MCM3	6193
PAQR8	6194
EFHC1	6195
TRAM2	6196
TMEM14A	6197
GSTA2	6198
GSTA1	6199
GSTA5	6200
GSTA3	6201
GSTA4	6202
FBXO9	6203
GCM1	6204
ELOVL5	6205
GCLC	6206
KLHL31	6207
LRRC1	6208
MLIP	6209
TINAG	6210
FAM83B	6211
HCRTR2	6212
GFRAL	6213
HMGCLL1	6214
BMP5	6215
COL21A1	6216
DST	6217
BEND6	6218
KIAA1586	6219
ZNF451	6220
BAG2	6221
RAB23	6222
PRIM2	6223
KHDRBS2	6224
LGSN	6225
PTP4A1	6226
PHF3	6227
EYS	6228
ADGRB3	6229
LMBRD1	6230
COL19A1	6231
COL9A1	6232
FAM135A	6233
SDHAF4	6234
SMAP1	6235
B3GAT2	6236
OGFRL1	6237
RIMS1	6238
KCNQ5	6239
KHDC1L	6240
KHDC1	6241
DPPA5	6242
KHDC3L	6243
OOEP	6244
DDX43	6245
CGAS	6246
MTO1	6247
EEF1A1	6248
SLC17A5	6249
CD109	6250
COL12A1	6251
COX7A2	6252
TMEM30A	6253
FILIP1	6254
SENP6	6255
MYO6	6256
IMPG1	6257
HTR1B	6258
MEI4	6259
IRAK1BP1	6260
PHIP	6261
HMGN3	6262
LCA5	6263
SH3BGRL2	6264
ELOVL4	6265
TTK	6266
BCKDHB	6267
TENT5A	6268
IBTK	6269
TPBG	6270
UBE3D	6271
DOP1A	6272
PGM3	6273
RWDD2A	6274
ME1	6275
PRSS35	6276
SNAP91	6277
RIPPLY2	6278
CYB5R4	6279
MRAP2	6280
CEP162	6281
TBX18	6282
NT5E	6283
SNX14	6284
SYNCRIP	6285
HTR1E	6286
CGA	6287
ZNF292	6288
GJB7	6289
SMIM8	6290
C6orf163	6291
CFAP206	6292
SLC35A1	6293
RARS2	6294
ORC3	6295
AKIRIN2	6296
SPACA1	6297
CNR1	6298
RNGTT	6299
PNRC1	6300
SRSF12	6301
PM20D2	6302
GABRR1	6303
GABRR2	6304
UBE2J1	6305
RRAGD	6306
ANKRD6	6307
LYRM2	6308
MDN1	6309
CASP8AP2	6310
GJA10	6311
BACH2	6312
MAP3K7	6313
EPHA7	6314
MANEA	6315
FUT9	6316
UFL1	6317
FHL5	6318
GPR63	6319
NDUFAF4	6320
KLHL32	6321
MMS22L	6322
POU3F2	6323
FBXL4	6324
FAXC	6325
COQ3	6326
PNISR	6327
USP45	6328
TSTD3	6329
CCNC	6330
PRDM13	6331
MCHR2	6332
SIM1	6333
ASCC3	6334
GRIK2	6335
HACE1	6336
LIN28B	6337
BVES	6338
POPDC3	6339
PREP	6340
PRDM1	6341
ATG5	6342
CRYBG1	6343
RTN4IP1	6344
QRSL1	6345
CD24	6346
MTRES1	6347
BEND3	6348
PDSS2	6349
SOBP	6350
SCML4	6351
SEC63	6352
OSTM1	6353
NR2E1	6354
SNX3	6355
AFG1L	6356
FOXO3	6357
ARMC2	6358
SESN1	6359
CEP57L1	6360
CD164	6361
PPIL6	6362
SMPD2	6363
MICAL1	6364
ZBTB24	6365
AK9	6366
FIG4	6367
GPR6	6368
WASF1	6369
CDC40	6370
METTL24	6371
DDO	6372
SLC22A16	6373
CDK19	6374
AMD1	6375
GTF3C6	6376
RPF2	6377
SLC16A10	6378
MFSD4B	6379
REV3L	6380
TRAF3IP2	6381
FYN	6382
CCN6	6383
TUBE1	6384
FAM229B	6385
LAMA4	6386
RFPL4B	6387
MARCKS	6388
HDAC2	6389
HS3ST5	6390
FRK	6391
NT5DC1	6392
COL10A1	6393
TSPYL4	6394
DSE	6395
TSPYL1	6396
CALHM6	6397
TRAPPC3L	6398
CALHM5	6399
CALHM4	6400
RWDD1	6401
RSPH4A	6402
ZUP1	6403
KPNA5	6404
FAM162B	6405
GPRC6A	6406
RFX6	6407
VGLL2	6408
ROS1	6409
DCBLD1	6410
GOPC	6411
NUS1	6412
SLC35F1	6413
CEP85L	6414
PLN	6415
MCM9	6416
ASF1A	6417
FAM184A	6418
MAN1A1	6419
TBC1D32	6420
GJA1	6421
HSF2	6422
SERINC1	6423
PKIB	6424
FABP7	6425
SMPDL3A	6426
CLVS2	6427
TRDN	6428
NKAIN2	6429
RNF217	6430
TPD52L1	6431
HDDC2	6432
HEY2	6433
NCOA7	6434
HINT3	6435
TRMT11	6436
CENPW	6437
RSPO3	6438
RNF146	6439
ECHDC1	6440
KIAA0408	6441
SOGA3	6442
C6orf58	6443
THEMIS	6444
PTPRK	6445
LAMA2	6446
ARHGAP18	6447
TMEM244	6448
L3MBTL3	6449
SAMD3	6450
TMEM200A	6451
SMLR1	6452
EPB41L2	6453
AKAP7	6454
ARG1	6455
MED23	6456
ENPP3	6457
OR2A4	6458
CTAGE9	6459
ENPP1	6460
CCN2	6461
MOXD1	6462
STX7	6463
TAAR9	6464
TAAR8	6465
TAAR6	6466
TAAR5	6467
TAAR2	6468
TAAR1	6469
VNN1	6470
VNN2	6471
SLC18B1	6472
RPS12	6473
EYA4	6474
TCF21	6475
TBPL1	6476
SLC2A12	6477
SGK1	6478
ALDH8A1	6479
HBS1L	6480
MYB	6481
AHI1	6482
PDE7B	6483
MTFR2	6484
BCLAF1	6485
MAP7	6486
MAP3K5	6487
PEX7	6488
SLC35D3	6489
IL20RA	6490
IL22RA2	6491
IFNGR1	6492
OLIG3	6493
TNFAIP3	6494
PERP	6495
ARFGEF3	6496
PBOV1	6497
SMIM28	6498
HEBP2	6499
NHSL1	6500
CCDC28A	6501
ECT2L	6502
REPS1	6503
ABRACL	6504
HECA	6505
TXLNB	6506
CITED2	6507
NMBR	6508
GJE1	6509
VTA1	6510
ADGRG6	6511
HIVEP2	6512
AIG1	6513
ADAT2	6514
PEX3	6515
FUCA2	6516
PHACTR2	6517
LTV1	6518
ZC2HC1B	6519
PLAGL1	6520
SF3B5	6521
STX11	6522
UTRN	6523
EPM2A	6524
FBXO30	6525
SHPRH	6526
GRM1	6527
RAB32	6528
ADGB	6529
STXBP5	6530
SAMD5	6531
SASH1	6532
UST	6533
TAB2	6534
SUMO4	6535
ZC3H12D	6536
PPIL4	6537
GINM1	6538
KATNA1	6539
LATS1	6540
NUP43	6541
PCMT1	6542
LRP11	6543
RAET1E	6544
RAET1G	6545
ULBP2	6546
ULBP1	6547
RAET1L	6548
ULBP3	6549
PPP1R14C	6550
IYD	6551
PLEKHG1	6552
MTHFD1L	6553
AKAP12	6554
ZBTB2	6555
RMND1	6556
ARMT1	6557
CCDC170	6558
ESR1	6559
SYNE1	6560
MYCT1	6561
VIP	6562
FBXO5	6563
MTRF1L	6564
RGS17	6565
OPRM1	6566
IPCEF1	6567
CNKSR3	6568
SCAF8	6569
TIAM2	6570
TFB1M	6571
CLDN20	6572
NOX3	6573
ARID1B	6574
TMEM242	6575
ZDHHC14	6576
SNX9	6577
SYNJ2	6578
SERAC1	6579
GTF2H5	6580
TULP4	6581
TMEM181	6582
DYNLT1	6583
SYTL3	6584
EZR	6585
RSPH3	6586
TAGAP	6587
FNDC1	6588
SOD2	6589
WTAP	6590
ACAT2	6591
TCP1	6592
MRPL18	6593
PNLDC1	6594
MAS1	6595
IGF2R	6596
SLC22A1	6597
SLC22A2	6598
SLC22A3	6599
LPA	6600
PLG	6601
MAP3K4	6602
AGPAT4	6603
PRKN	6604
PACRG	6605
QKI	6606
C6orf118	6607
PDE10A	6608
TBXT	6609
PRR18	6610
SFT2D1	6611
MPC1	6612
RPS6KA2	6613
RNASET2	6614
CCR6	6615
GPR31	6616
UNC93A	6617
TTLL2	6618
AFDN	6619
KIF25	6620
FRMD1	6621
DACT2	6622
SMOC2	6623
THBS2	6624
WDR27	6625
C6orf120	6626
PHF10	6627
ERMARD	6628
DLL1	6629
FAM120B	6630
PSMB1	6631
TBP	6632
PDCD2	6633
FAM20C	6634
PDGFA	6635
PRKAR1B	6636
DNAAF5	6637
SUN1	6638
GET4	6639
ADAP1	6640
COX19	6641
CYP2W1	6642
C7orf50	6643
GPR146	6644
GPER1	6645
ZFAND2A	6646
UNCX	6647
MICALL2	6648
INTS1	6649
MAFK	6650
TMEM184A	6651
PSMG3	6652
ELFN1	6653
MAD1L1	6654
MRM2	6655
NUDT1	6656
SNX8	6657
EIF3B	6658
CHST12	6659
GRIFIN	6660
LFNG	6661
BRAT1	6662
IQCE	6663
TTYH3	6664
AMZ1	6665
GNA12	6666
CARD11	6667
SDK1	6668
FOXK1	6669
AP5Z1	6670
RADIL	6671
PAPOLB	6672
MMD2	6673
RBAK	6674
WIPI2	6675
SLC29A4	6676
TNRC18	6677
FBXL18	6678
ACTB	6679
FSCN1	6680
RNF216	6681
OCM	6682
CCZ1	6683
RSPH10B	6684
PMS2	6685
AIMP2	6686
EIF2AK1	6687
ANKRD61	6688
USP42	6689
CYTH3	6690
